id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion,suma_asegurada,deducible,canal_venta,proveedor_en_lista_restrictiva,proveedor_casos_observados_ultimo_anio,ratio_monto_suma_asegurada,score_reglas,score_modelo_simulado,score_final,nivel_riesgo,alertas_activadas,reglas_criticas_activadas,accion_sugerida
SIN-00574,POL-00421,ASEG-00290,VEH-00095,COND-00209,PROV-0059,Vehiculos,Responsabilidad Civil,2026-02-25,2026-03-04,8480,8670,8480,Reserva,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,No,PROV-0059,195,170,7,1,0,0,0,Robo,15,No aplica,No aplica,Residencial,Despejado,No,No,,0.06,0,normal,41600,300,Agente,No,1,0.2038,7,15.8,10.1,Verde Bajo,Documentos incompletos | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00575,POL-00508,ASEG-00307,VEH-00362,COND-00236,PROV-0022,Vehiculos,Responsabilidad Civil,2023-03-25,2023-03-26,3090,3110,1240,Reserva,Guayaquil Centro,Guayaquil,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0022,13,352,1,0,0,0,0,Posterior,6,No aplica,No,Urbana,Lluvia,No,No,,0.07,0,medio,17700,750,Directo Web,No,2,0.1746,8,39.2,18.9,Verde Bajo,Borde vigencia: siniestro entre dias 11 y 30 | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00576,POL-00480,ASEG-00323,VEH-00180,COND-00053,PROV-0053,Vehiculos,Responsabilidad Civil,2024-12-21,2024-12-26,3260,2570,2610,Pago Total,Cuenca,Cuenca,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0053,140,225,5,0,0,0,0,Lateral,23,Si,No,Perimetral,Despejado,No,No,,0.33,1,medio,23800,1000,Broker,No,5,0.137,8,47.3,21.8,Verde Bajo,Proveedor recurrente en casos observados | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00577,POL-00238,ASEG-00144,VEH-00034,COND-00295,PROV-0007,Vehiculos,Choque,2025-12-14,2025-12-15,9700,8740,7760,Liquidado,Guayaquil Norte,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0007,65,300,1,0,0,0,0,Sin impacto,16,Si,No,Interprovincial,Neblina,No,No,,0.57,0,normal,47700,500,Banca Seguros,No,7,0.2034,5,11.8,7.4,Verde Bajo,Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00578,POL-00190,ASEG-00127,VEH-00317,COND-00202,PROV-0013,Vehiculos,Choque,2024-12-22,2024-12-22,9510,8290,3800,Negativa,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0013,64,301,0,0,0,2,0,Estacionado,22,Si,No,Perimetral,Neblina,No,No,,0.52,0,normal,32900,750,Broker,No,2,0.2891,4,15.5,8.0,Verde Bajo,Frecuencia moderada de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00579,POL-00117,ASEG-00056,VEH-00111,COND-00355,PROV-0034,Vehiculos,Choque,2023-09-19,2023-09-25,3150,3020,3150,Reserva,Guayaquil Norte,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0034,241,124,6,0,0,0,0,Posterior,2,Si,No aplica,Parqueadero,Noche lluvia,No,No,,0.46,0,normal,19600,200,Sucursal,No,2,0.1607,3,16.2,7.6,Verde Bajo,Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00580,POL-00395,ASEG-00114,VEH-00234,COND-00152,PROV-0040,Vehiculos,Responsabilidad Civil,2025-06-16,2025-06-18,1450,1510,870,Pago Total,Quito Sur,Quito,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,No,PROV-0040,361,4,2,8,4,2,1,Lateral,8,Si,Si,Perimetral,Neblina,Si,No,CLON-02,0.73,0,medio,16800,250,Sucursal,No,1,0.0863,47,41.5,58.2,Amarillo Medio,Borde vigencia: siniestro dentro de ultimos 10 dias | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor | Antecedente de reclamo solo RC | Documentos incompletos | Documentos inconsistentes o fechas no coinciden | Narrativa con similitud entre 70% y 84%,RF-02,Escalar a revision documental y validacion de soportes
SIN-00581,POL-00155,ASEG-00121,VEH-00282,COND-00448,PROV-0008,Vehiculos,Responsabilidad Civil,2025-08-20,2025-08-21,1720,1670,1030,Reserva,Quito Sur,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0008,235,130,1,2,2,3,1,Multiple,11,Si,No,Perimetral,Noche seca,No,No,,0.15,0,normal,45600,750,Banca Seguros,No,1,0.0377,18,20.3,18.8,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Alta frecuencia de reclamos del conductor | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00582,POL-00274,ASEG-00009,VEH-00415,COND-00392,PROV-0016,Vehiculos,Choque,2024-01-25,2024-01-28,2430,1810,970,Negativa,Manta,Manta,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0016,202,163,3,0,0,0,0,Posterior,22,No,No,Urbana,Noche lluvia,No,No,,0.31,0,medio,28900,500,Broker,Si,1,0.0841,10,23.2,67.2,Amarillo Medio,Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00583,POL-00003,ASEG-00023,VEH-00253,COND-00055,PROV-0023,Vehiculos,Choque,2025-12-12,2025-12-14,11050,11580,11050,Cierre Sin Consecuencia,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0023,169,196,2,0,0,1,0,Posterior,9,Si,No,Parqueadero,Noche lluvia,No,No,,0.39,0,normal,48600,250,Banca Seguros,No,1,0.2274,0,6.2,2.2,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00584,POL-00256,ASEG-00055,VEH-00295,COND-00005,PROV-0028,Vehiculos,Choque,2024-11-23,2024-11-25,4940,4560,0,Negativa,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0028,38,327,2,4,0,1,0,Lateral,8,Si,Si,Urbana,Neblina,No,No,,0.24,0,normal,21200,500,Sucursal,No,1,0.233,8,13.8,10.0,Verde Bajo,Alta frecuencia de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00585,POL-00227,ASEG-00110,VEH-00005,COND-00175,PROV-0011,Vehiculos,Robo Parcial,2026-07-16,2026-07-19,8330,8270,3330,Liquidado,Guayaquil Sur,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0011,296,69,3,1,1,0,0,Robo,13,No,No,Interprovincial,Noche seca,No,No,,0.35,0,normal,28600,250,Banca Seguros,No,9,0.2913,18,14.1,16.6,Verde Bajo,Demora denuncia por robo mayor a 48 horas | Proveedor recurrente en casos observados | Evento sin tercero identificado ni evidencia de camaras,,Continuar flujo normal con controles estandar
SIN-00586,POL-00265,ASEG-00057,VEH-00314,COND-00155,PROV-0016,Vehiculos,Responsabilidad Civil,2023-07-06,2023-07-16,1680,1310,0,Pago Total,Loja,Loja,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,No,PROV-0016,2,363,10,0,0,0,0,Volcadura,4,Si,No,Parqueadero,Noche lluvia,No,No,,0.47,1,alto,10100,300,Agente,Si,1,0.1663,30,82.1,77.9,Rojo Alto,Borde vigencia: siniestro dentro de primeros 10 dias | Proveedor en lista restrictiva simulada | Documentos incompletos | Accidente complejo en horario de madrugada | Reporte tardio mayor a 7 dias,RF-03 | RF-05,Escalar a unidad antifraude para revision especializada
SIN-00587,POL-00217,ASEG-00219,VEH-00022,COND-00012,PROV-0060,Vehiculos,Robo Parcial,2025-04-28,2025-05-04,10040,11080,10040,Liquidado,Ambato,Ambato,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0060,177,188,6,3,0,0,0,Robo,12,Si,Si,Perimetral,Lluvia,No,No,,0.25,0,normal,36700,1000,Agente,No,0,0.2736,19,21.7,51.8,Amarillo Medio,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Reporte tardio entre 4 y 7 dias,RF-06,Escalar a revision documental y validacion de soportes
SIN-00588,POL-00152,ASEG-00295,VEH-00354,COND-00139,PROV-0057,Vehiculos,Responsabilidad Civil,2024-10-04,2024-10-09,1580,1820,630,Pago Total,Santo Domingo,Santo Domingo,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0057,313,52,5,7,2,1,2,Lateral,10,Si,Si,Urbana,Noche lluvia,No,No,,0.42,0,normal,38100,750,Agente,No,1,0.0415,14,20.3,16.2,Verde Bajo,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00589,POL-00278,ASEG-00055,VEH-00282,COND-00325,PROV-0012,Vehiculos,Robo Parcial,2025-10-27,2025-10-31,2790,2830,2790,Reserva,Quito Sur,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0012,173,192,4,9,3,1,1,Robo,19,Si,No,Parqueadero,Noche seca,No,No,,0.41,0,normal,15600,750,Directo Web,No,0,0.1788,28,23.1,26.3,Verde Bajo,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00590,POL-00143,ASEG-00033,VEH-00420,COND-00123,PROV-0045,Vehiculos,Choque,2024-08-28,2024-08-30,1890,2050,0,Liquidado,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0045,243,122,2,1,0,0,0,Sin impacto,20,No aplica,No,Perimetral,Noche lluvia,No,No,,0.2,0,normal,20700,200,Agente,No,5,0.0913,5,10.0,6.8,Verde Bajo,Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00591,POL-00466,ASEG-00025,VEH-00176,COND-00255,PROV-0012,Vehiculos,Choque,2025-06-08,2025-06-10,1880,2080,0,Pago Parcial,Machala,Machala,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0012,72,293,2,0,2,0,0,Posterior,7,No,No,Urbana,Lluvia,No,Si,,0.3,0,normal,24700,250,Sucursal,No,0,0.0761,9,19.3,68.8,Amarillo Medio,Frecuencia moderada de reclamos del vehiculo | Relato ilogico frente al tipo de impacto,RF-04,Escalar a revision documental y validacion de soportes
SIN-00592,POL-00245,ASEG-00070,VEH-00036,COND-00377,PROV-0055,Vehiculos,Responsabilidad Civil,2024-05-11,2024-05-14,4160,4380,4160,Reserva,Quito Sur,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0055,94,271,3,0,0,0,0,Lateral,23,Si,No,Urbana,Neblina,No,No,,0.55,0,normal,28100,500,Sucursal,No,2,0.148,0,19.8,6.9,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00593,POL-00236,ASEG-00012,VEH-00096,COND-00261,PROV-0035,Vehiculos,Responsabilidad Civil,2025-08-27,2025-08-28,1340,1430,1340,Liquidado,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0035,159,206,1,1,1,1,0,Lateral,6,No,No,Perimetral,Lluvia,No,No,,0.42,0,normal,10500,300,Agente,No,1,0.1276,0,17.0,6.0,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00594,POL-00369,ASEG-00278,VEH-00341,COND-00454,PROV-0007,Vehiculos,Danos Propios,2026-03-16,2026-03-17,2910,3280,1750,Reserva,Santo Domingo,Santo Domingo,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0007,283,82,1,5,5,3,1,Posterior,3,No aplica,Si,Perimetral,Noche lluvia,No,Si,,0.05,0,normal,16800,200,Banca Seguros,No,7,0.1732,36,25.9,56.3,Amarillo Medio,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Alta frecuencia de reclamos del conductor | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados | Relato ilogico frente al tipo de impacto,RF-04,Escalar a revision documental y validacion de soportes
SIN-00595,POL-00501,ASEG-00260,,,PROV-0059,Hogar,Incendio,2026-01-09,2026-01-15,20770,21720,12460,Anticipo,Quito Sur,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,No,PROV-0059,289,76,6,0,0,0,0,Multiple,19,Si,No,Perimetral,Noche lluvia,No,No,,0.13,0,medio,75000,500,Sucursal,No,1,0.2769,7,28.9,14.7,Verde Bajo,Documentos incompletos | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00596,POL-00134,ASEG-00256,VEH-00261,COND-00331,PROV-0048,Vehiculos,Gastos Medicos por Accidente,2025-01-05,2025-01-05,480,510,380,Pago Total,Quito Centro,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0048,58,307,0,2,2,0,0,Lateral,16,No,Si,Urbana,Lluvia,Si,No,,0.09,0,normal,7200,300,Agente,No,1,0.0667,21,27.6,72.3,Amarillo Medio,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Documentos incompletos | Documentos inconsistentes o fechas no coinciden,RF-02,Escalar a revision documental y validacion de soportes
SIN-00597,POL-00334,ASEG-00245,,,PROV-0039,Accidentes Personales,Accidente Personal,2024-03-21,2024-03-26,2740,2170,0,Pago Total,Manta,Manta,Reporto robo del vehiculo ocurrido cerca del fin de la poliza con denuncia tardia.,Si,PROV-0039,179,186,5,1,0,0,0,Frontal,8,Si,No,Residencial,Noche lluvia,No,No,CLON-03,0.73,0,medio,30000,50,Broker,Si,2,0.0913,17,28.7,60.5,Amarillo Medio,Proveedor en lista restrictiva simulada | Reporte tardio entre 4 y 7 dias | Narrativa con similitud entre 70% y 84%,RF-03,Escalar a revision documental y validacion de soportes
SIN-00598,POL-00476,ASEG-00103,,,PROV-0058,Hogar,Robo Domiciliario,2025-11-01,2025-11-04,10260,7920,0,Pago Parcial,Quito Norte,Quito,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,No,PROV-0058,276,89,3,3,0,0,0,Multiple,19,Si,Si,Urbana,Noche lluvia,No,No,CLON-02,0.82,0,medio,100000,750,Agente,No,2,0.1026,24,48.9,32.7,Verde Bajo,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Documentos incompletos | Narrativa con similitud entre 70% y 84%,,Continuar flujo normal con controles estandar
SIN-00599,POL-00456,ASEG-00165,VEH-00232,COND-00051,PROV-0015,Vehiculos,Choque,2025-04-21,2025-04-23,11680,11440,9340,Negativa,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0015,38,327,2,5,1,0,0,Lateral,21,No,Si,Perimetral,Noche lluvia,Si,No,,0.37,0,normal,40500,300,Sucursal,No,2,0.2884,18,22.9,57.8,Amarillo Medio,Alta frecuencia de reclamos del asegurado | Documentos inconsistentes o fechas no coinciden,RF-02,Escalar a revision documental y validacion de soportes
SIN-00600,POL-00204,ASEG-00273,VEH-00120,COND-00437,PROV-0008,Vehiculos,Responsabilidad Civil,2025-01-20,2025-01-25,1780,1770,1070,Reserva,Loja,Loja,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0008,53,312,5,0,0,0,0,Posterior,7,Si,No aplica,Perimetral,Noche seca,No,No,,0.47,0,normal,15200,200,Sucursal,No,1,0.1171,3,21.9,9.6,Verde Bajo,Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00601,POL-00343,ASEG-00289,VEH-00017,COND-00273,PROV-0002,Vehiculos,Danos Propios,2025-05-11,2025-05-11,1120,910,1120,Negativa,Santo Domingo,Santo Domingo,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0002,196,169,0,1,1,0,1,Robo,13,Si,No,Parqueadero,Noche lluvia,No,No,,0.45,0,medio,21100,200,Banca Seguros,Si,0,0.0531,13,39.7,69.7,Amarillo Medio,Antecedente de reclamo solo RC | Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00602,POL-00280,ASEG-00210,VEH-00013,COND-00243,PROV-0034,Vehiculos,Danos Propios,2023-10-19,2023-10-26,10650,8520,4260,Pago Total,Loja,Loja,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0034,30,335,7,0,0,1,0,Frontal,6,Si,No aplica,Parqueadero,Noche seca,No,No,,0.36,0,medio,43400,250,Agente,No,2,0.2454,11,41.1,21.5,Verde Bajo,Borde vigencia: siniestro entre dias 11 y 30 | Documentos incompletos | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00603,POL-00011,ASEG-00349,VEH-00065,COND-00243,PROV-0026,Vehiculos,Danos Propios,2025-02-02,2025-02-05,10560,12260,10560,Pago Parcial,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0026,317,48,3,1,1,2,0,Posterior,23,Si,No,Residencial,Lluvia,No,No,,0.16,0,normal,46300,250,Banca Seguros,No,5,0.2281,9,13.5,10.6,Verde Bajo,Frecuencia moderada de reclamos del conductor | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00604,POL-00243,ASEG-00157,VEH-00196,COND-00055,PROV-0048,Vehiculos,Gastos Medicos por Accidente,2024-03-12,2024-03-12,1760,1880,700,Pago Total,Ambato,Ambato,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0048,233,132,0,0,0,0,0,Frontal,19,No,No,Parqueadero,Lluvia,Si,No,,0.46,1,normal,20000,400,Broker,No,1,0.088,10,45.6,70.1,Amarillo Medio,Documentos inconsistentes o fechas no coinciden,RF-02,Escalar a revision documental y validacion de soportes
SIN-00605,POL-00121,ASEG-00152,VEH-00235,COND-00406,PROV-0043,Vehiculos,Responsabilidad Civil,2023-09-05,2023-09-09,800,690,0,Pago Parcial,Cuenca,Cuenca,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0043,214,151,4,4,4,0,0,Multiple,21,No,No,Residencial,Noche lluvia,No,No,,0.14,0,medio,17000,400,Broker,No,1,0.0471,17,35.5,23.5,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00606,POL-00472,ASEG-00192,VEH-00249,COND-00241,PROV-0015,Vehiculos,Choque,2025-09-07,2025-09-08,2280,2170,0,Anticipo,Quito Centro,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0015,62,303,1,0,0,1,0,Lateral,19,No aplica,Si,Residencial,Lluvia,No,No,,0.37,1,normal,9000,250,Agente,No,2,0.2533,0,21.5,7.5,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00607,POL-00108,ASEG-00294,VEH-00313,COND-00109,PROV-0025,Vehiculos,Robo Total,2023-08-25,2023-08-26,8260,18880,0,Reserva,Cuenca,Cuenca,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0025,96,269,1,1,0,0,0,Robo,2,Si,No,Interprovincial,Despejado,No,No,,0.27,0,normal,22700,750,Directo Web,No,0,0.3639,4,17.3,8.6,Verde Bajo,Demora denuncia por robo entre 24 y 48 horas,,Continuar flujo normal con controles estandar
SIN-00608,POL-00362,ASEG-00014,VEH-00003,COND-00408,PROV-0026,Vehiculos,Danos Propios,2024-02-03,2024-02-06,18590,17140,7440,Liquidado,Quito Sur,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0026,74,291,3,2,2,0,1,Multiple,13,Si,No,Perimetral,Neblina,No,No,,0.55,1,medio,49200,750,Directo Web,No,5,0.3778,15,41.3,24.2,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00609,POL-00450,ASEG-00340,,,PROV-0009,Hogar,Robo Domiciliario,2023-11-15,2023-11-18,22050,15800,17640,Reserva,Loja,Loja,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0009,18,347,3,1,0,0,0,Lateral,0,Si,Si,Residencial,Despejado,Si,Si,,0.19,1,alto,50000,150,Broker,Si,2,0.441,42,78.8,79.1,Rojo Alto,Borde vigencia: siniestro entre dias 11 y 30 | Demora denuncia por robo mayor a 48 horas | Proveedor en lista restrictiva simulada | Documentos incompletos | Documentos inconsistentes o fechas no coinciden | Relato ilogico frente al tipo de impacto,RF-02 | RF-03 | RF-04,Escalar a unidad antifraude para revision especializada
SIN-00610,POL-00413,ASEG-00307,VEH-00092,COND-00420,PROV-0002,Vehiculos,Perdida Total por Robo,2025-06-25,2025-07-05,29810,31390,29810,Pago Total,Guayaquil Sur,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0002,210,155,10,2,3,6,0,Robo,15,No,No,Perimetral,Noche seca,No,No,,0.32,1,alto,39500,400,Banca Seguros,Si,0,0.7547,50,82.2,79.2,Rojo Alto,Demora denuncia por robo mayor a 48 horas | Frecuencia moderada de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Alta frecuencia de reclamos del conductor | Proveedor en lista restrictiva simulada | Documentos incompletos | Evento sin tercero identificado ni evidencia de camaras | Reporte tardio mayor a 7 dias,RF-01 | RF-03 | RF-06,Escalar a unidad antifraude para revision especializada
